 Hemisphere(NH=1_SH=2)  Month   Pressure    CO_Climatology
           1           8  0.713999987       5.57100002E-08
           1           8  0.975000024       4.52350015E-08
           1           8   1.29700005       3.73860018E-08
           1           8   1.68700004       3.29690018E-08
           1           8   2.15300012       2.95830009E-08
           1           8   2.70099998       2.70849991E-08
           1           8   3.33999991       2.54780002E-08
           1           8   4.07700014       2.47990002E-08
           1           8   4.92000008       2.46849989E-08
           1           8   5.87799978       2.47129996E-08
           1           8   6.95699978       2.43929996E-08
           1           8   8.16499996       2.34590001E-08
           1           8   9.51200008       2.21169998E-08
           1           8   11.0039997       2.08740012E-08
           1           8   12.6490002       2.01340011E-08
           1           8   14.4560003       1.95420000E-08
           1           8   16.4319992       1.91480005E-08
           1           8   18.5849991       1.89989997E-08
           1           8   20.9220009       1.89139993E-08
           1           8   23.4529991       1.88110008E-08
           1           8   26.1830006       1.86589997E-08
           1           8   29.1210003       1.83779996E-08
           1           8   32.2739983       1.79540010E-08
           1           8   35.6510010       1.75379995E-08
           1           8   39.2570000       1.71569994E-08
           1           8   43.0999985       1.68749992E-08
           1           8   47.1879997       1.66560010E-08
           1           8   51.5279999       1.65700005E-08
           1           8   56.1259995       1.67419998E-08
           1           8   60.9889984       1.73009997E-08
           1           8   66.1250000       1.83050002E-08
           1           8   71.5400009       1.99660004E-08
           1           8   77.2399979       2.18329994E-08
           1           8   83.2310028       2.41810003E-08
           1           8   89.5199966       2.64689994E-08
           1           8   96.1139984       2.86959985E-08
           1           8   103.016998       3.08689998E-08
           1           8   110.237000       3.31380008E-08
           1           8   117.777000       3.53820013E-08
           1           8   125.646004       3.76580012E-08
           1           8   133.845993       3.99939992E-08
           1           8   142.384995       4.22779998E-08
           1           8   151.266006       4.47180000E-08
           1           8   160.496002       4.71360018E-08
           1           8   170.078003       4.95410006E-08
           1           8   180.018005       5.20900016E-08
           1           8   190.320007       5.45870016E-08
           1           8   200.988998       5.70340006E-08
           1           8   212.028000       5.94260001E-08
           1           8   223.440994       6.17709972E-08
           1           8   235.233994       6.39199982E-08
           1           8   247.408005       6.56240005E-08
           1           8   259.968994       6.72850007E-08
           1           8   272.919006       6.88330033E-08
           1           8   286.261993       6.97120015E-08
           1           8   300.000000       7.05250045E-08
           1           8   314.136993       7.13020043E-08
           1           8   328.674988       7.18220008E-08
           1           8   343.618011       7.21740037E-08
           1           8   358.966003       7.25109999E-08
           1           8   374.723999       7.27190042E-08
           1           8   390.893005       7.28659941E-08
           1           8   407.473999       7.29880014E-08
           1           8   424.470001       7.30759950E-08
           1           8   441.881989       7.31610044E-08
           1           8   459.712006       7.32289962E-08
           1           8   477.960999       7.32930019E-08
           1           8   496.630005       7.33570005E-08
           1           8   515.719971       7.34420027E-08
           1           8   535.231995       7.35920054E-08
           1           8   555.166992       7.37789989E-08
           1           8   575.525024       7.40770005E-08
           1           8   596.306030       7.45160023E-08
           1           8   617.510986       7.51719966E-08
           1           8   639.140015       7.59180026E-08
           1           8   661.192017       7.67619994E-08
           1           8   683.666992       7.76200011E-08
           1           8   706.565002       7.84860035E-08
           1           8   729.885986       7.91149972E-08
           1           8   753.627991       7.96330042E-08
           1           8   777.789978       7.99830033E-08
           1           8   802.370972       8.01039945E-08
           1           8   827.370972       8.01720006E-08
           1           8   852.788025       8.01110005E-08
           1           8   878.619995       7.97149937E-08
           1           8   904.866028       7.98160045E-08
           1           8   931.523987       7.97070001E-08
           1           8   958.591003       7.96419997E-08
           1           8   986.067017       7.96070054E-08
           1           8   1013.94800       7.95470001E-08
           1           8   1042.23206       7.94789941E-08
           1           8   1070.91699       7.94739989E-08
           1           8   1100.00000       7.95280002E-08
           1           9   1.60000008E-02   1.75132197E-06
           1           9   3.79999988E-02   6.52200015E-07
           1           9   7.69999996E-02   3.13632995E-07
           1           9  0.136999995       1.98205996E-07
           1           9  0.224000007       1.32750003E-07
           1           9  0.344999999       9.31949984E-08
           1           9  0.505999982       6.91480011E-08
           1           9  0.713999987       5.57100002E-08
           1           9  0.975000024       4.52350015E-08
           1           9   1.29700005       3.73860018E-08
           1           9   1.68700004       3.29690018E-08
           1           9   2.15300012       2.95830009E-08
           1           9   2.70099998       2.70380003E-08
           1           9   3.33999991       2.52360000E-08
           1           9   4.07700014       2.42649989E-08
           1           9   4.92000008       2.40100011E-08
           1           9   5.87799978       2.44620004E-08
           1           9   6.95699978       2.53160000E-08
           1           9   8.16499996       2.57900012E-08
           1           9   9.51200008       2.52789985E-08
           1           9   11.0039997       2.38239988E-08
           1           9   12.6490002       2.25810002E-08
           1           9   14.4560003       2.13309992E-08
           1           9   16.4319992       2.02359995E-08
           1           9   18.5849991       1.96319991E-08
           1           9   20.9220009       1.91979996E-08
           1           9   23.4529991       1.88209999E-08
           1           9   26.1830006       1.85809998E-08
           1           9   29.1210003       1.82730009E-08
           1           9   32.2739983       1.78850001E-08
           1           9   35.6510010       1.75130008E-08
           1           9   39.2570000       1.71739991E-08
           1           9   43.0999985       1.69109988E-08
           1           9   47.1879997       1.67000014E-08
           1           9   51.5279999       1.65999996E-08
           1           9   56.1259995       1.67440000E-08
           1           9   60.9889984       1.72549992E-08
           1           9   66.1250000       1.81809998E-08
           1           9   71.5400009       1.97230001E-08
           1           9   77.2399979       2.14389999E-08
           1           9   83.2310028       2.35650006E-08
           1           9   89.5199966       2.56609987E-08
           1           9   96.1139984       2.78360002E-08
           1           9   103.016998       2.99590006E-08
           1           9   110.237000       3.23130003E-08
           1           9   117.777000       3.46619977E-08
           1           9   125.646004       3.70080002E-08
           1           9   133.845993       3.93700006E-08
           1           9   142.384995       4.16799999E-08
           1           9   151.266006       4.42109993E-08
           1           9   160.496002       4.67270027E-08
           1           9   170.078003       4.92639991E-08
           1           9   180.018005       5.21240011E-08
           1           9   190.320007       5.49269998E-08
           1           9   200.988998       5.77379993E-08
           1           9   212.028000       6.06460020E-08
           1           9   223.440994       6.34979997E-08
           1           9   235.233994       6.61519977E-08
           1           9   247.408005       6.84209951E-08
           1           9   259.968994       7.06350036E-08
           1           9   272.919006       7.27060012E-08
           1           9   286.261993       7.39499981E-08
           1           9   300.000000       7.51169935E-08
           1           9   314.136993       7.62409940E-08
           1           9   328.674988       7.70189956E-08
           1           9   343.618011       7.75659998E-08
           1           9   358.966003       7.80930023E-08
           1           9   374.723999       7.84310004E-08
           1           9   390.893005       7.86839962E-08
           1           9   407.473999       7.89120023E-08
           1           9   424.470001       7.91009995E-08
           1           9   441.881989       7.92890020E-08
           1           9   459.712006       7.94720023E-08
           1           9   477.960999       7.96660018E-08
           1           9   496.630005       7.98659983E-08
           1           9   515.719971       8.00979976E-08
           1           9   535.231995       8.04020033E-08
           1           9   555.166992       8.07660001E-08
           1           9   575.525024       8.12519971E-08
           1           9   596.306030       8.18169994E-08
           1           9   617.510986       8.25169977E-08
           1           9   639.140015       8.32590032E-08
           1           9   661.192017       8.40889953E-08
           1           9   683.666992       8.50110027E-08
           1           9   706.565002       8.58659988E-08
           1           9   729.885986       8.63570051E-08
           1           9   753.627991       8.66989964E-08
           1           9   777.789978       8.68620020E-08
           1           9   802.370972       8.66880043E-08
           1           9   827.370972       8.65249987E-08
           1           9   852.788025       8.62889991E-08
           1           9   878.619995       8.57110010E-08
           1           9   904.866028       8.55709956E-08
           1           9   931.523987       8.52549960E-08
           1           9   958.591003       8.49820054E-08
           1           9   986.067017       8.47519956E-08
           1           9   1013.94800       8.44810017E-08
           1           9   1042.23206       8.41899990E-08
           1           9   1070.91699       8.39950047E-08
           1           9   1100.00000       8.38939940E-08
           1          10   1.60000008E-02   1.75132197E-06
           1          10   3.79999988E-02   6.52200015E-07
           1          10   7.69999996E-02   3.13632995E-07
           1          10  0.136999995       1.98205996E-07
           1          10  0.224000007       1.32750003E-07
           1          10  0.344999999       9.31949984E-08
           1          10  0.505999982       6.91480011E-08
           1          10  0.713999987       5.57100002E-08
           1          10  0.975000024       4.52350015E-08
           1          10   1.29700005       3.73860018E-08
           1          10   1.68700004       3.29690018E-08
           1          10   2.15300012       2.95830009E-08
           1          10   2.70099998       2.70039990E-08
           1          10   3.33999991       2.50249990E-08
           1          10   4.07700014       2.36620004E-08
           1          10   4.92000008       2.27700010E-08
           1          10   5.87799978       2.25090009E-08
           1          10   6.95699978       2.29990000E-08
           1          10   8.16499996       2.39349998E-08
           1          10   9.51200008       2.48440006E-08
           1          10   11.0039997       2.49699994E-08
           1          10   12.6490002       2.42910012E-08
           1          10   14.4560003       2.31870008E-08
           1          10   16.4319992       2.17420002E-08
           1          10   18.5849991       2.06559996E-08
           1          10   20.9220009       1.98020000E-08
           1          10   23.4529991       1.90349994E-08
           1          10   26.1830006       1.85819999E-08
           1          10   29.1210003       1.81329991E-08
           1          10   32.2739983       1.76900006E-08
           1          10   35.6510010       1.73330008E-08
           1          10   39.2570000       1.70169994E-08
           1          10   43.0999985       1.67900005E-08
           1          10   47.1879997       1.66119989E-08
           1          10   51.5279999       1.65400014E-08
           1          10   56.1259995       1.66829999E-08
           1          10   60.9889984       1.71529990E-08
           1          10   66.1250000       1.80030000E-08
           1          10   71.5400009       1.94139993E-08
           1          10   77.2399979       2.10100009E-08
           1          10   83.2310028       2.30339996E-08
           1          10   89.5199966       2.50549999E-08
           1          10   96.1139984       2.73010006E-08
           1          10   103.016998       2.94940001E-08
           1          10   110.237000       3.19720002E-08
           1          10   117.777000       3.44529987E-08
           1          10   125.646004       3.69570010E-08
           1          10   133.845993       3.95120026E-08
           1          10   142.384995       4.20110027E-08
           1          10   151.266006       4.46880009E-08
           1          10   160.496002       4.73419988E-08
           1          10   170.078003       5.00270012E-08
           1          10   180.018005       5.30940021E-08
           1          10   190.320007       5.60999993E-08
           1          10   200.988998       5.91220015E-08
           1          10   212.028000       6.22599998E-08
           1          10   223.440994       6.53359962E-08
           1          10   235.233994       6.82389967E-08
           1          10   247.408005       7.07199987E-08
           1          10   259.968994       7.31419973E-08
           1          10   272.919006       7.54180007E-08
           1          10   286.261993       7.68649997E-08
           1          10   300.000000       7.82149954E-08
           1          10   314.136993       7.95059947E-08
           1          10   328.674988       8.03710023E-08
           1          10   343.618011       8.09680003E-08
           1          10   358.966003       8.15339973E-08
           1          10   374.723999       8.18359993E-08
           1          10   390.893005       8.20390014E-08
           1          10   407.473999       8.21890040E-08
           1          10   424.470001       8.22689969E-08
           1          10   441.881989       8.23389996E-08
           1          10   459.712006       8.23750028E-08
           1          10   477.960999       8.24179978E-08
           1          10   496.630005       8.24609998E-08
           1          10   515.719971       8.25240036E-08
           1          10   535.231995       8.26460038E-08
           1          10   555.166992       8.28209963E-08
           1          10   575.525024       8.30659985E-08
           1          10   596.306030       8.33479987E-08
           1          10   617.510986       8.36500007E-08
           1          10   639.140015       8.39970014E-08
           1          10   661.192017       8.42049985E-08
           1          10   683.666992       8.44229930E-08
           1          10   706.565002       8.45570014E-08
           1          10   729.885986       8.44420001E-08
           1          10   753.627991       8.42499972E-08
           1          10   777.789978       8.39940029E-08
           1          10   802.370972       8.35889935E-08
           1          10   827.370972       8.31769995E-08
           1          10   852.788025       8.27190050E-08
           1          10   878.619995       8.21110007E-08
           1          10   904.866028       8.17170047E-08
           1          10   931.523987       8.12460001E-08
           1          10   958.591003       8.08039999E-08
           1          10   986.067017       8.03860019E-08
           1          10   1013.94800       7.99470001E-08
           1          10   1042.23206       7.94579975E-08
           1          10   1070.91699       7.90710004E-08
           1          10   1100.00000       7.87839980E-08
           1          11   1.60000008E-02   1.75132197E-06
           1          11   3.79999988E-02   6.52200015E-07
           1          11   7.69999996E-02   3.13632995E-07
           1          11  0.136999995       1.98205996E-07
           1          11  0.224000007       1.32750003E-07
           1          11  0.344999999       9.31949984E-08
           1          11  0.505999982       6.91480011E-08
           1          11  0.713999987       5.57100002E-08
           1          11  0.975000024       4.52350015E-08
           1          11   1.29700005       3.73860018E-08
           1          11   1.68700004       3.29690018E-08
           1          11   2.15300012       2.95830009E-08
           1          11   2.70099998       2.69939999E-08
           1          11   3.33999991       2.49580001E-08
           1          11   4.07700014       2.34339996E-08
           1          11   4.92000008       2.21810001E-08
           1          11   5.87799978       2.12530011E-08
           1          11   6.95699978       2.08030002E-08
           1          11   8.16499996       2.08329993E-08
           1          11   9.51200008       2.13519993E-08
           1          11   11.0039997       2.21089991E-08
           1          11   12.6490002       2.25429986E-08
           1          11   14.4560003       2.26499992E-08
           1          11   16.4319992       2.22369998E-08
           1          11   18.5849991       2.14220002E-08
           1          11   20.9220009       2.05379997E-08
           1          11   23.4529991       1.95199998E-08
           1          11   26.1830006       1.87989997E-08
           1          11   29.1210003       1.81119990E-08
           1          11   32.2739983       1.74909989E-08
           1          11   35.6510010       1.70640000E-08
           1          11   39.2570000       1.67029999E-08
           1          11   43.0999985       1.64880003E-08
           1          11   47.1879997       1.63279985E-08
           1          11   51.5279999       1.62850000E-08
           1          11   56.1259995       1.64349991E-08
           1          11   60.9889984       1.68710006E-08
           1          11   66.1250000       1.77159993E-08
           1          11   71.5400009       1.91609999E-08
           1          11   77.2399979       2.08139994E-08
           1          11   83.2310028       2.29489991E-08
           1          11   89.5199966       2.50879992E-08
           1          11   96.1139984       2.75210006E-08
           1          11   103.016998       2.98950020E-08
           1          11   110.237000       3.22940004E-08
           1          11   117.777000       3.46520004E-08
           1          11   125.646004       3.69729989E-08
           1          11   133.845993       3.92659985E-08
           1          11   142.384995       4.15079988E-08
           1          11   151.266006       4.40509993E-08
           1          11   160.496002       4.65899994E-08
           1          11   170.078003       4.91529981E-08
           1          11   180.018005       5.20570005E-08
           1          11   190.320007       5.49039996E-08
           1          11   200.988998       5.77039998E-08
           1          11   212.028000       6.04579995E-08
           1          11   223.440994       6.31600017E-08
           1          11   235.233994       6.56760051E-08
           1          11   247.408005       6.76930014E-08
           1          11   259.968994       6.96689995E-08
           1          11   272.919006       7.15469994E-08
           1          11   286.261993       7.27109963E-08
           1          11   300.000000       7.37910000E-08
           1          11   314.136993       7.48160005E-08
           1          11   328.674988       7.55029959E-08
           1          11   343.618011       7.59759970E-08
           1          11   358.966003       7.64130021E-08
           1          11   374.723999       7.66140005E-08
           1          11   390.893005       7.67130004E-08
           1          11   407.473999       7.67539987E-08
           1          11   424.470001       7.67210011E-08
           1          11   441.881989       7.66740058E-08
           1          11   459.712006       7.65829995E-08
           1          11   477.960999       7.64869981E-08
           1          11   496.630005       7.63720038E-08
           1          11   515.719971       7.62629995E-08
           1          11   535.231995       7.61570007E-08
           1          11   555.166992       7.60589955E-08
           1          11   575.525024       7.59779937E-08
           1          11   596.306030       7.59069962E-08
           1          11   617.510986       7.58420029E-08
           1          11   639.140015       7.57269945E-08
           1          11   661.192017       7.56610063E-08
           1          11   683.666992       7.55780007E-08
           1          11   706.565002       7.55080052E-08
           1          11   729.885986       7.53230012E-08
           1          11   753.627991       7.51239995E-08
           1          11   777.789978       7.49110001E-08
           1          11   802.370972       7.45990008E-08
           1          11   827.370972       7.42509982E-08
           1          11   852.788025       7.39560022E-08
           1          11   878.619995       7.34429975E-08
           1          11   904.866028       7.31569969E-08
           1          11   931.523987       7.28039993E-08
           1          11   958.591003       7.24680049E-08
           1          11   986.067017       7.21399971E-08
           1          11   1013.94800       7.17979987E-08
           1          11   1042.23206       7.14100068E-08
           1          11   1070.91699       7.11070030E-08
           1          11   1100.00000       7.08850010E-08
           1          12   1.60000008E-02   1.75132197E-06
           1          12   3.79999988E-02   6.52200015E-07
           1          12   7.69999996E-02   3.13632995E-07
           1          12  0.136999995       1.98205996E-07
           1          12  0.224000007       1.32750003E-07
           1          12  0.344999999       9.31949984E-08
           1          12  0.505999982       6.91480011E-08
           1          12  0.713999987       5.57100002E-08
           1          12  0.975000024       4.52350015E-08
           1          12   1.29700005       3.73860018E-08
           1          12   1.68700004       3.29690018E-08
           1          12   2.15300012       2.95830009E-08
           1          12   2.70099998       2.69919997E-08
           1          12   3.33999991       2.49509995E-08
           1          12   4.07700014       2.34109994E-08
           1          12   4.92000008       2.21100009E-08
           1          12   5.87799978       2.10559996E-08
           1          12   6.95699978       2.03199999E-08
           1          12   8.16499996       1.98410000E-08
           1          12   9.51200008       1.96539993E-08
           1          12   11.0039997       1.97240002E-08
           1          12   12.6490002       1.99559995E-08
           1          12   14.4560003       2.02649986E-08
           1          12   16.4319992       2.05119992E-08
           1          12   18.5849991       2.04909991E-08
           1          12   20.9220009       2.02389998E-08
           1          12   23.4529991       1.97310008E-08
           1          12   26.1830006       1.91030001E-08
           1          12   29.1210003       1.83929991E-08
           1          12   32.2739983       1.76369994E-08
           1          12   35.6510010       1.70779995E-08
           1          12   39.2570000       1.65999996E-08
           1          12   43.0999985       1.63290004E-08
           1          12   47.1879997       1.61359992E-08
           1          12   51.5279999       1.61100004E-08
           1          12   56.1259995       1.62870002E-08
           1          12   60.9889984       1.67689986E-08
           1          12   66.1250000       1.77320008E-08
           1          12   71.5400009       1.94050003E-08
           1          12   77.2399979       2.12509992E-08
           1          12   83.2310028       2.35079991E-08
           1          12   89.5199966       2.57570001E-08
           1          12   96.1139984       2.82380004E-08
           1          12   103.016998       3.06589989E-08
           1          12   110.237000       3.29599992E-08
           1          12   117.777000       3.51999994E-08
           1          12   125.646004       3.73239999E-08
           1          12   133.845993       3.93230017E-08
           1          12   142.384995       4.12779997E-08
           1          12   151.266006       4.33289991E-08
           1          12   160.496002       4.53569982E-08
           1          12   170.078003       4.73960000E-08
           1          12   180.018005       4.96670012E-08
           1          12   190.320007       5.18930001E-08
           1          12   200.988998       5.40730021E-08
           1          12   212.028000       5.61870017E-08
           1          12   223.440994       5.82610014E-08
           1          12   235.233994       6.01949992E-08
           1          12   247.408005       6.17259985E-08
           1          12   259.968994       6.32260040E-08
           1          12   272.919006       6.46589982E-08
           1          12   286.261993       6.55230039E-08
           1          12   300.000000       6.63379964E-08
           1          12   314.136993       6.71179947E-08
           1          12   328.674988       6.76360017E-08
           1          12   343.618011       6.79789949E-08
           1          12   358.966003       6.82870009E-08
           1          12   374.723999       6.84029970E-08
           1          12   390.893005       6.84349999E-08
           1          12   407.473999       6.84100030E-08
           1          12   424.470001       6.83109960E-08
           1          12   441.881989       6.81960017E-08
           1          12   459.712006       6.80360017E-08
           1          12   477.960999       6.78700047E-08
           1          12   496.630005       6.77020040E-08
           1          12   515.719971       6.75400003E-08
           1          12   535.231995       6.74010039E-08
           1          12   555.166992       6.72750033E-08
           1          12   575.525024       6.71849989E-08
           1          12   596.306030       6.71080045E-08
           1          12   617.510986       6.70479992E-08
           1          12   639.140015       6.69670044E-08
           1          12   661.192017       6.69319959E-08
           1          12   683.666992       6.69499940E-08
           1          12   706.565002       6.69700029E-08
           1          12   729.885986       6.69420004E-08
           1          12   753.627991       6.68890010E-08
           1          12   777.789978       6.68259972E-08
           1          12   802.370972       6.67040041E-08
           1          12   827.370972       6.65880009E-08
           1          12   852.788025       6.64800055E-08
           1          12   878.619995       6.61299993E-08
           1          12   904.866028       6.60440023E-08
           1          12   931.523987       6.58720012E-08
           1          12   958.591003       6.57219985E-08
           1          12   986.067017       6.55739996E-08
           1          12   1013.94800       6.54120029E-08
           1          12   1042.23206       6.52079990E-08
           1          12   1070.91699       6.50840022E-08
           1          12   1100.00000       6.50350032E-08
           2           1   1.60000008E-02   1.75132197E-06
           2           1   3.79999988E-02   6.52200015E-07
           2           1   7.69999996E-02   3.13632995E-07
           2           1  0.136999995       1.98205996E-07
           2           1  0.224000007       1.32750003E-07
           2           1  0.344999999       9.31949984E-08
           2           1  0.505999982       6.91480011E-08
           2           1  0.713999987       5.57100002E-08
           2           1  0.975000024       4.52350015E-08
           2           1   1.29700005       3.73860018E-08
           2           1   1.68700004       3.29690018E-08
           2           1   2.15300012       2.95830009E-08
           2           1   2.70099998       2.70170002E-08
           2           1   3.33999991       2.50759999E-08
           2           1   4.07700014       2.37059989E-08
           2           1   4.92000008       2.26359997E-08
           2           1   5.87799978       2.18560015E-08
           2           1   6.95699978       2.13920011E-08
           2           1   8.16499996       2.11159996E-08
           2           1   9.51200008       2.09719992E-08
           2           1   11.0039997       2.08379998E-08
           2           1   12.6490002       2.06460005E-08
           2           1   14.4560003       2.03939994E-08
           2           1   16.4319992       2.00289989E-08
           2           1   18.5849991       1.96580014E-08
           2           1   20.9220009       1.92769996E-08
           2           1   23.4529991       1.88180014E-08
           2           1   26.1830006       1.83869986E-08
           2           1   29.1210003       1.78840001E-08
           2           1   32.2739983       1.73240000E-08
           2           1   35.6510010       1.68519989E-08
           2           1   39.2570000       1.64379994E-08
           2           1   43.0999985       1.62150009E-08
           2           1   47.1879997       1.61329989E-08
           2           1   51.5279999       1.63639999E-08
           2           1   56.1259995       1.70259984E-08
           2           1   60.9889984       1.83379996E-08
           2           1   66.1250000       2.00270005E-08
           2           1   71.5400009       2.22810002E-08
           2           1   77.2399979       2.44929996E-08
           2           1   83.2310028       2.66800004E-08
           2           1   89.5199966       2.88059994E-08
           2           1   96.1139984       3.08390007E-08
           2           1   103.016998       3.28219976E-08
           2           1   110.237000       3.46980009E-08
           2           1   117.777000       3.65229980E-08
           2           1   125.646004       3.83009997E-08
           2           1   133.845993       4.00339992E-08
           2           1   142.384995       4.17300008E-08
           2           1   151.266006       4.36509993E-08
           2           1   160.496002       4.55700011E-08
           2           1   170.078003       4.75859991E-08
           2           1   180.018005       5.02489996E-08
           2           1   190.320007       5.28590007E-08
           2           1   200.988998       5.57790010E-08
           2           1   212.028000       5.94840017E-08
           2           1   223.440994       6.31169996E-08
           2           1   235.233994       6.68010003E-08
           2           1   247.408005       7.06800023E-08
           2           1   259.968994       7.44909983E-08
           2           1   272.919006       7.81690019E-08
           2           1   286.261993       8.12279950E-08
           2           1   300.000000       8.42009982E-08
           2           1   314.136993       8.70800037E-08
           2           1   328.674988       8.95119996E-08
           2           1   343.618011       9.16840008E-08
           2           1   358.966003       9.37620044E-08
           2           1   374.723999       9.54530037E-08
           2           1   390.893005       9.69560006E-08
           2           1   407.473999       9.83069981E-08
           2           1   424.470001       9.94849998E-08
           2           1   441.881989       1.00610997E-07
           2           1   459.712006       1.01626000E-07
           2           1   477.960999       1.02610002E-07
           2           1   496.630005       1.03510004E-07
           2           1   515.719971       1.04404002E-07
           2           1   535.231995       1.05329001E-07
           2           1   555.166992       1.06264999E-07
           2           1   575.525024       1.07235998E-07
           2           1   596.306030       1.08242993E-07
           2           1   617.510986       1.09372998E-07
           2           1   639.140015       1.10556002E-07
           2           1   661.192017       1.11835000E-07
           2           1   683.666992       1.13207001E-07
           2           1   706.565002       1.14651002E-07
           2           1   729.885986       1.16193000E-07
           2           1   753.627991       1.17832997E-07
           2           1   777.789978       1.19576001E-07
           2           1   802.370972       1.21425998E-07
           2           1   827.370972       1.23432002E-07
           2           1   852.788025       1.26193996E-07
           2           1   878.619995       1.29832003E-07
           2           1   904.866028       1.31641002E-07
           2           1   931.523987       1.34112000E-07
           2           1   958.591003       1.36529010E-07
           2           1   986.067017       1.38856990E-07
           2           1   1013.94800       1.41076995E-07
           2           1   1042.23206       1.43298010E-07
           2           1   1070.91699       1.45565991E-07
           2           1   1100.00000       1.47718993E-07
           2           2   1.60000008E-02   1.75132197E-06
           2           2   3.79999988E-02   6.52200015E-07
           2           2   7.69999996E-02   3.13632995E-07
           2           2  0.136999995       1.98205996E-07
           2           2  0.224000007       1.32750003E-07
           2           2  0.344999999       9.31949984E-08
           2           2  0.505999982       6.91480011E-08
           2           2  0.713999987       5.57100002E-08
           2           2  0.975000024       4.52350015E-08
           2           2   1.29700005       3.73860018E-08
           2           2   1.68700004       3.29690018E-08
           2           2   2.15300012       2.95830009E-08
           2           2   2.70099998       2.70129998E-08
           2           2   3.33999991       2.50540015E-08
           2           2   4.07700014       2.36529996E-08
           2           2   4.92000008       2.25639987E-08
           2           2   5.87799978       2.18090008E-08
           2           2   6.95699978       2.14570015E-08
           2           2   8.16499996       2.14060005E-08
           2           2   9.51200008       2.16089990E-08
           2           2   11.0039997       2.19080007E-08
           2           2   12.6490002       2.21190000E-08
           2           2   14.4560003       2.21949996E-08
           2           2   16.4319992       2.20049987E-08
           2           2   18.5849991       2.15470006E-08
           2           2   20.9220009       2.09230002E-08
           2           2   23.4529991       2.00750012E-08
           2           2   26.1830006       1.92910008E-08
           2           2   29.1210003       1.84529991E-08
           2           2   32.2739983       1.76100006E-08
           2           2   35.6510010       1.69720007E-08
           2           2   39.2570000       1.64319989E-08
           2           2   43.0999985       1.61919989E-08
           2           2   47.1879997       1.61590012E-08
           2           2   51.5279999       1.65870002E-08
           2           2   56.1259995       1.75370012E-08
           2           2   60.9889984       1.92779996E-08
           2           2   66.1250000       2.11580016E-08
           2           2   71.5400009       2.32630004E-08
           2           2   77.2399979       2.52970001E-08
           2           2   83.2310028       2.72460010E-08
           2           2   89.5199966       2.91509998E-08
           2           2   96.1139984       3.10390007E-08
           2           2   103.016998       3.28810010E-08
           2           2   110.237000       3.46819995E-08
           2           2   117.777000       3.64439998E-08
           2           2   125.646004       3.81029999E-08
           2           2   133.845993       3.96510025E-08
           2           2   142.384995       4.11640002E-08
           2           2   151.266006       4.28529994E-08
           2           2   160.496002       4.45369999E-08
           2           2   170.078003       4.63329997E-08
           2           2   180.018005       4.88390022E-08
           2           2   190.320007       5.12949967E-08
           2           2   200.988998       5.41129985E-08
           2           2   212.028000       5.78359973E-08
           2           2   223.440994       6.14880022E-08
           2           2   235.233994       6.53000001E-08
           2           2   247.408005       6.96179967E-08
           2           2   259.968994       7.38589989E-08
           2           2   272.919006       7.79740006E-08
           2           2   286.261993       8.15240000E-08
           2           2   300.000000       8.49830002E-08
           2           2   314.136993       8.83360016E-08
           2           2   328.674988       9.11760054E-08
           2           2   343.618011       9.36939983E-08
           2           2   358.966003       9.61029940E-08
           2           2   374.723999       9.80420012E-08
           2           2   390.893005       9.97330005E-08
           2           2   407.473999       1.01226995E-07
           2           2   424.470001       1.02476001E-07
           2           2   441.881989       1.03665002E-07
           2           2   459.712006       1.04702004E-07
           2           2   477.960999       1.05698000E-07
           2           2   496.630005       1.06583002E-07
           2           2   515.719971       1.07467002E-07
           2           2   535.231995       1.08400002E-07
           2           2   555.166992       1.09342004E-07
           2           2   575.525024       1.10392996E-07
           2           2   596.306030       1.11501002E-07
           2           2   617.510986       1.12789003E-07
           2           2   639.140015       1.14157999E-07
           2           2   661.192017       1.15627998E-07
           2           2   683.666992       1.17217006E-07
           2           2   706.565002       1.18845001E-07
           2           2   729.885986       1.20587998E-07
           2           2   753.627991       1.22388997E-07
           2           2   777.789978       1.24240003E-07
           2           2   802.370972       1.26252999E-07
           2           2   827.370972       1.28302005E-07
           2           2   852.788025       1.30979998E-07
           2           2   878.619995       1.34052001E-07
           2           2   904.866028       1.36024994E-07
           2           2   931.523987       1.38383001E-07
           2           2   958.591003       1.40679006E-07
           2           2   986.067017       1.42923994E-07
           2           2   1013.94800       1.45062003E-07
           2           2   1042.23206       1.47220987E-07
           2           2   1070.91699       1.49317003E-07
           2           2   1100.00000       1.51535005E-07
           2           3   1.60000008E-02   1.75132197E-06
           2           3   3.79999988E-02   6.52200015E-07
           2           3   7.69999996E-02   3.13632995E-07
           2           3  0.136999995       1.98205996E-07
           2           3  0.224000007       1.32750003E-07
           2           3  0.344999999       9.31949984E-08
           2           3  0.505999982       6.91480011E-08
           2           3  0.713999987       5.57100002E-08
           2           3  0.975000024       4.52350015E-08
           2           3   1.29700005       3.73860018E-08
           2           3   1.68700004       3.29690018E-08
           2           3   2.15300012       2.95830009E-08
           2           3   2.70099998       2.70049991E-08
           2           3   3.33999991       2.50200003E-08
           2           3   4.07700014       2.35839988E-08
           2           3   4.92000008       2.24390000E-08
           2           3   5.87799978       2.15990017E-08
           2           3   6.95699978       2.11420002E-08
           2           3   8.16499996       2.09989999E-08
           2           3   9.51200008       2.11749995E-08
