 Lat   Pressure    CH4_Climatology
  -34.0000000       424.470001       1762.82568    
  -34.0000000       441.880005       1762.24231    
  -34.0000000       459.709991       1761.67688    
  -34.0000000       477.959991       1761.13770    
  -34.0000000       496.630005       1760.63062    
  -34.0000000       515.719971       1760.15540    
  -34.0000000       535.229980       1759.72742    
  -34.0000000       555.169983       1759.34229    
  -34.0000000       575.530029       1759.01099    
  -34.0000000       596.309998       1758.73340    
  -34.0000000       617.510010       1758.51782    
  -34.0000000       639.140015       1758.36694    
  -34.0000000       661.190002       1758.28064    
  -34.0000000       683.669983       1758.26880    
  -34.0000000       706.570007       1758.32837    
  -34.0000000       729.890015       1758.46423    
  -34.0000000       753.630005       1758.68054    
  -34.0000000       777.789978       1758.97998    
  -34.0000000       802.369995       1759.36084    
  -34.0000000       827.369995       1759.82898    
  -34.0000000       852.789978       1760.38794    
  -34.0000000       878.619995       1761.03528    
  -34.0000000       904.869995       1761.77185    
  -34.0000000       931.520020       1762.60120    
  -34.0000000       958.590027       1763.53015    
  -34.0000000       986.070007       1764.55225    
  -34.0000000       1013.90002       1765.66406    
  -34.0000000       1042.19995       1766.88025    
  -34.0000000       1070.90002       1768.19666    
  -34.0000000       1100.00000       1769.60864    
  -33.0000000       1.60000008E-02   549.777832    
  -33.0000000       3.79999988E-02   551.494202    
  -33.0000000       7.69999996E-02   552.221375    
  -33.0000000      0.136999995       551.809998    
  -33.0000000      0.224000007       550.635559    
  -33.0000000      0.344999999       549.506470    
  -33.0000000      0.505999982       549.578186    
  -33.0000000      0.713999987       552.104431    
  -33.0000000      0.975000024       558.178894    
  -33.0000000       1.29700005       568.649658    
  -33.0000000       1.68700004       584.023132    
  -33.0000000       2.15300012       604.538147    
  -33.0000000       2.70099998       630.112915    
  -33.0000000       3.33999991       660.620422    
  -33.0000000       4.07700014       695.717163    
  -33.0000000       4.92000008       735.008606    
  -33.0000000       5.87799978       778.063293    
  -33.0000000       6.95699978       824.240906    
  -33.0000000       8.16499996       872.951904    
  -33.0000000       9.51200008       923.628357    
  -33.0000000       11.0039997       975.530518    
  -33.0000000       12.6490002       1028.00366    
  -33.0000000       14.4560003       1080.43909    
  -33.0000000       16.4319992       1132.21753    
  -33.0000000       18.5849991       1182.81104    
  -33.0000000       20.9220009       1231.75049    
  -33.0000000       23.4529991       1278.70349    
  -33.0000000       26.1830006       1323.32581    
  -33.0000000       29.1210003       1365.42908    
  -33.0000000       32.2739983       1404.86816    
  -33.0000000       35.6510010       1441.58020    
  -33.0000000       39.2570000       1475.52332    
  -33.0000000       43.0999985       1506.73865    
  -33.0000000       47.1879997       1535.30347    
  -33.0000000       51.5279999       1561.31323    
  -33.0000000       56.1259995       1584.89209    
  -33.0000000       60.9889984       1606.18628    
  -33.0000000       66.1250000       1625.35156    
  -33.0000000       71.5400009       1642.53674    
  -33.0000000       77.2399979       1657.90430    
  -33.0000000       83.2310028       1671.60156    
  -33.0000000       89.5199966       1683.78857    
  -33.0000000       96.1139984       1694.60571    
  -33.0000000       103.019997       1704.19214    
  -33.0000000       110.239998       1712.67078    
  -33.0000000       117.779999       1720.17139    
  -33.0000000       125.650002       1726.81775    
  -33.0000000       133.850006       1732.71094    
  -33.0000000       142.380005       1737.96741    
  -33.0000000       151.270004       1742.69006    
  -33.0000000       160.500000       1746.96191    
  -33.0000000       170.080002       1750.85547    
  -33.0000000       180.020004       1754.42249    
  -33.0000000       190.320007       1757.68774    
  -33.0000000       200.990005       1760.63037    
  -33.0000000       212.029999       1763.19885    
  -33.0000000       223.440002       1765.31470    
  -33.0000000       235.229996       1766.90723    
  -33.0000000       247.410004       1767.95154    
  -33.0000000       259.970001       1768.47754    
  -33.0000000       272.920013       1768.58899    
  -33.0000000       286.260010       1768.41296    
  -33.0000000       300.000000       1768.06677    
  -33.0000000       314.140015       1767.62256    
  -33.0000000       328.670013       1767.11841    
  -33.0000000       343.619995       1766.57434    
  -33.0000000       358.970001       1766.00085    
  -33.0000000       374.720001       1765.40894    
  -33.0000000       390.890015       1764.80457    
  -33.0000000       407.470001       1764.19299    
  -33.0000000       424.470001       1763.58899    
  -33.0000000       441.880005       1762.99878    
  -33.0000000       459.709991       1762.42725    
  -33.0000000       477.959991       1761.87769    
  -33.0000000       496.630005       1761.35864    
  -33.0000000       515.719971       1760.88245    
  -33.0000000       535.229980       1760.44336    
  -33.0000000       555.169983       1760.05310    
  -33.0000000       575.530029       1759.71570    
  -33.0000000       596.309998       1759.43384    
  -33.0000000       617.510010       1759.20898    
  -33.0000000       639.140015       1759.05298    
  -33.0000000       661.190002       1758.96069    
  -33.0000000       683.669983       1758.94226    
  -33.0000000       706.570007       1758.99512    
  -33.0000000       729.890015       1759.13013    
  -33.0000000       753.630005       1759.34070    
  -33.0000000       777.789978       1759.63428    
  -33.0000000       802.369995       1760.01196    
  -33.0000000       827.369995       1760.47693    
  -33.0000000       852.789978       1761.02686    
  -33.0000000       878.619995       1761.67444    
  -33.0000000       904.869995       1762.40710    
  -33.0000000       931.520020       1763.23425    
  -33.0000000       958.590027       1764.15588    
  -33.0000000       986.070007       1765.17749    
  -33.0000000       1013.90002       1766.28796    
  -33.0000000       1042.19995       1767.50378    
  -33.0000000       1070.90002       1768.81311    
  -33.0000000       1100.00000       1770.22388    
  -32.0000000       1.60000008E-02   574.113586    
  -32.0000000       3.79999988E-02   575.807739    
  -32.0000000       7.69999996E-02   576.489807    
  -32.0000000      0.136999995       576.007996    
  -32.0000000      0.224000007       574.734863    
  -32.0000000      0.344999999       573.474854    
  -32.0000000      0.505999982       573.386841    
  -32.0000000      0.713999987       575.721741    
  -32.0000000      0.975000024       581.576050    
  -32.0000000       1.29700005       591.797729    
  -32.0000000       1.68700004       606.886597    
  -32.0000000       2.15300012       627.080688    
  -32.0000000       2.70099998       652.291992    
  -32.0000000       3.33999991       682.387939    
  -32.0000000       4.07700014       717.020630    
  -32.0000000       4.92000008       755.791931    
  -32.0000000       5.87799978       798.266479    
  -32.0000000       6.95699978       843.805603    
  -32.0000000       8.16499996       891.822815    
  -32.0000000       9.51200008       941.749634    
  -32.0000000       11.0039997       992.858765    
  -32.0000000       12.6490002       1044.49878    
  -32.0000000       14.4560003       1096.07422    
  -32.0000000       16.4319992       1146.97168    
  -32.0000000       18.5849991       1196.67847    
  -32.0000000       20.9220009       1244.73206    
  -32.0000000       23.4529991       1290.81018    
  -32.0000000       26.1830006       1334.58008    
  -32.0000000       29.1210003       1375.85828    
  -32.0000000       32.2739983       1414.50403    
  -32.0000000       35.6510010       1450.46313    
  -32.0000000       39.2570000       1483.69519    
  -32.0000000       43.0999985       1514.24463    
  -32.0000000       47.1879997       1542.18933    
  -32.0000000       51.5279999       1567.62732    
  -32.0000000       56.1259995       1590.67932    
  -32.0000000       60.9889984       1611.49316    
  -32.0000000       66.1250000       1630.21777    
  -32.0000000       71.5400009       1647.00220    
  -32.0000000       77.2399979       1662.01099    
  -32.0000000       83.2310028       1675.38574    
  -32.0000000       89.5199966       1687.27991    
  -32.0000000       96.1139984       1697.83496    
  -32.0000000       103.019997       1707.18457    
  -32.0000000       110.239998       1715.45056    
  -32.0000000       117.779999       1722.76062    
  -32.0000000       125.650002       1729.23120    
  -32.0000000       133.850006       1734.96472    
  -32.0000000       142.380005       1740.07312    
  -32.0000000       151.270004       1744.65601    
  -32.0000000       160.500000       1748.79358    
  -32.0000000       170.080002       1752.55725    
  -32.0000000       180.020004       1755.99878    
  -32.0000000       190.320007       1759.13989    
  -32.0000000       200.990005       1761.96436    
  -32.0000000       212.029999       1764.42285    
  -32.0000000       223.440002       1766.43884    
  -32.0000000       235.229996       1767.94861    
  -32.0000000       247.410004       1768.93127    
  -32.0000000       259.970001       1769.41199    
  -32.0000000       272.920013       1769.49512    
  -32.0000000       286.260010       1769.30261    
  -32.0000000       300.000000       1768.94116    
  -32.0000000       314.140015       1768.48596    
  -32.0000000       328.670013       1767.97131    
  -32.0000000       343.619995       1767.41614    
  -32.0000000       358.970001       1766.83215    
  -32.0000000       374.720001       1766.22900    
  -32.0000000       390.890015       1765.61438    
  -32.0000000       407.470001       1764.99561    
  -32.0000000       424.470001       1764.38562    
  -32.0000000       441.880005       1763.78589    
  -32.0000000       459.709991       1763.20312    
  -32.0000000       477.959991       1762.64661    
  -32.0000000       496.630005       1762.12476    
  -32.0000000       515.719971       1761.63660    
  -32.0000000       535.229980       1761.19226    
  -32.0000000       555.169983       1760.79517    
  -32.0000000       575.530029       1760.45337    
  -32.0000000       596.309998       1760.16296    
  -32.0000000       617.510010       1759.93298    
  -32.0000000       639.140015       1759.77112    
  -32.0000000       661.190002       1759.67627    
  -32.0000000       683.669983       1759.65442    
  -32.0000000       706.570007       1759.70312    
  -32.0000000       729.890015       1759.82983    
  -32.0000000       753.630005       1760.03625    
  -32.0000000       777.789978       1760.32581    
  -32.0000000       802.369995       1760.69934    
  -32.0000000       827.369995       1761.16040    
  -32.0000000       852.789978       1761.71057    
  -32.0000000       878.619995       1762.35071    
  -32.0000000       904.869995       1763.08032    
  -32.0000000       931.520020       1763.90527    
  -32.0000000       958.590027       1764.82739    
  -32.0000000       986.070007       1765.84424    
  -32.0000000       1013.90002       1766.95264    
  -32.0000000       1042.19995       1768.16382    
  -32.0000000       1070.90002       1769.47363    
  -32.0000000       1100.00000       1770.88159    
  -31.0000000       1.60000008E-02   598.931641    
  -31.0000000       3.79999988E-02   600.602356    
  -31.0000000       7.69999996E-02   601.238159    
  -31.0000000      0.136999995       600.684875    
  -31.0000000      0.224000007       599.309387    
  -31.0000000      0.344999999       597.915894    
  -31.0000000      0.505999982       597.661316    
  -31.0000000      0.713999987       599.799622    
  -31.0000000      0.975000024       605.427368    
  -31.0000000       1.29700005       615.388367    
  -31.0000000       1.68700004       630.181335    
  -31.0000000       2.15300012       650.039795    
  -31.0000000       2.70099998       674.872314    
  -31.0000000       3.33999991       704.539001    
  -31.0000000       4.07700014       738.687988    
  -31.0000000       4.92000008       776.916870    
  -31.0000000       5.87799978       818.787415    
  -31.0000000       6.95699978       863.664490    
  -31.0000000       8.16499996       910.960022    
  -31.0000000       9.51200008       960.113220    
  -31.0000000       11.0039997       1010.39960    
  -31.0000000       12.6490002       1061.18359    
  -31.0000000       14.4560003       1111.87158    
  -31.0000000       16.4319992       1161.86572    
  -31.0000000       18.5849991       1210.66138    
  -31.0000000       20.9220009       1257.80933    
  -31.0000000       23.4529991       1302.99536    
  -31.0000000       26.1830006       1345.89502    
  -31.0000000       29.1210003       1386.33350    
  -31.0000000       32.2739983       1424.17444    
  -31.0000000       35.6510010       1459.36890    
  -31.0000000       39.2570000       1491.88281    
  -31.0000000       43.0999985       1521.75854    
  -31.0000000       47.1879997       1549.07874    
  -31.0000000       51.5279999       1573.94031    
  -31.0000000       56.1259995       1596.46399    
  -31.0000000       60.9889984       1616.78979    
  -31.0000000       66.1250000       1635.07556    
  -31.0000000       71.5400009       1651.46545    
  -31.0000000       77.2399979       1666.11182    
  -31.0000000       83.2310028       1679.16309    
  -31.0000000       89.5199966       1690.76660    
  -31.0000000       96.1139984       1701.05884    
  -31.0000000       103.019997       1710.17358    
  -31.0000000       110.239998       1718.22998    
  -31.0000000       117.779999       1725.34741    
  -31.0000000       125.650002       1731.64355    
  -31.0000000       133.850006       1737.22144    
  -31.0000000       142.380005       1742.18079    
  -31.0000000       151.270004       1746.62720    
  -31.0000000       160.500000       1750.63147    
  -31.0000000       170.080002       1754.26904    
  -31.0000000       180.020004       1757.58264    
  -31.0000000       190.320007       1760.60254    
  -31.0000000       200.990005       1763.31116    
  -31.0000000       212.029999       1765.65649    
  -31.0000000       223.440002       1767.57861    
  -31.0000000       235.229996       1769.00867    
  -31.0000000       247.410004       1769.92773    
  -31.0000000       259.970001       1770.36694    
  -31.0000000       272.920013       1770.42273    
  -31.0000000       286.260010       1770.21130    
  -31.0000000       300.000000       1769.83789    
  -31.0000000       314.140015       1769.37012    
  -31.0000000       328.670013       1768.84412    
  -31.0000000       343.619995       1768.27930    
  -31.0000000       358.970001       1767.68579    
  -31.0000000       374.720001       1767.07312    
  -31.0000000       390.890015       1766.45142    
  -31.0000000       407.470001       1765.82654    
  -31.0000000       424.470001       1765.20435    
  -31.0000000       441.880005       1764.59937    
  -31.0000000       459.709991       1764.00952    
  -31.0000000       477.959991       1763.44690    
  -31.0000000       496.630005       1762.91724    
  -31.0000000       515.719971       1762.42310    
  -31.0000000       535.229980       1761.97266    
  -31.0000000       555.169983       1761.56775    
  -31.0000000       575.530029       1761.21912    
  -31.0000000       596.309998       1760.92444    
  -31.0000000       617.510010       1760.69104    
  -31.0000000       639.140015       1760.52307    
  -31.0000000       661.190002       1760.42578    
  -31.0000000       683.669983       1760.39380    
  -31.0000000       706.570007       1760.44080    
  -31.0000000       729.890015       1760.56421    
  -31.0000000       753.630005       1760.76904    
  -31.0000000       777.789978       1761.05200    
  -31.0000000       802.369995       1761.42322    
  -31.0000000       827.369995       1761.88196    
  -31.0000000       852.789978       1762.42725    
  -31.0000000       878.619995       1763.06519    
  -31.0000000       904.869995       1763.79346    
  -31.0000000       931.520020       1764.61523    
  -31.0000000       958.590027       1765.53271    
  -31.0000000       986.070007       1766.54834    
  -31.0000000       1013.90002       1767.65466    
  -31.0000000       1042.19995       1768.86462    
  -31.0000000       1070.90002       1770.17249    
  -31.0000000       1100.00000       1771.58093    
  -30.0000000       1.60000008E-02   624.126526    
  -30.0000000       3.79999988E-02   625.773743    
  -30.0000000       7.69999996E-02   626.362610    
  -30.0000000      0.136999995       625.735291    
  -30.0000000      0.224000007       624.256592    
  -30.0000000      0.344999999       622.725525    
  -30.0000000      0.505999982       622.300964    
  -30.0000000      0.713999987       624.235840    
  -30.0000000      0.975000024       629.630859    
  -30.0000000       1.29700005       639.322876    
  -30.0000000       1.68700004       653.810913    
  -30.0000000       2.15300012       673.322571    
  -30.0000000       2.70099998       697.761353    
  -30.0000000       3.33999991       726.982910    
  -30.0000000       4.07700014       760.630005    
  -30.0000000       4.92000008       798.298401    
  -30.0000000       5.87799978       839.544861    
  -30.0000000       6.95699978       883.736633    
  -30.0000000       8.16499996       930.289001    
  -30.0000000       9.51200008       978.645142    
  -30.0000000       11.0039997       1028.09045    
  -30.0000000       12.6490002       1077.99255    
  -30.0000000       14.4560003       1127.77344    
  -30.0000000       16.4319992       1176.84521    
  -30.0000000       18.5849991       1224.71277    
  -30.0000000       20.9220009       1270.93958    
  -30.0000000       23.4529991       1315.21875    
  -30.0000000       26.1830006       1357.23486    
  -30.0000000       29.1210003       1396.82227    
  -30.0000000       32.2739983       1433.84998    
  -30.0000000       35.6510010       1468.27380    
  -30.0000000       39.2570000       1500.06274    
  -30.0000000       43.0999985       1529.26196    
  -30.0000000       47.1879997       1555.95337    
  -30.0000000       51.5279999       1580.23572    
  -30.0000000       56.1259995       1602.22913    
  -30.0000000       60.9889984       1622.07031    
  -30.0000000       66.1250000       1639.91846    
  -30.0000000       71.5400009       1655.90857    
  -30.0000000       77.2399979       1670.19617    
  -30.0000000       83.2310028       1682.92480    
  -30.0000000       89.5199966       1694.23608    
  -30.0000000       96.1139984       1704.27222    
  -30.0000000       103.019997       1713.15222    
  -30.0000000       110.239998       1720.99817    
  -30.0000000       117.779999       1727.92834    
  -30.0000000       125.650002       1734.05457    
  -30.0000000       133.850006       1739.47351    
  -30.0000000       142.380005       1744.28894    
  -30.0000000       151.270004       1748.59924    
  -30.0000000       160.500000       1752.47363    
  -30.0000000       170.080002       1755.98401    
  -30.0000000       180.020004       1759.17761    
  -30.0000000       190.320007       1762.07483    
  -30.0000000       200.990005       1764.66833    
  -30.0000000       212.029999       1766.90820    
  -30.0000000       223.440002       1768.73340    
  -30.0000000       235.229996       1770.08655    
  -30.0000000       247.410004       1770.94666    
  -30.0000000       259.970001       1771.34558    
  -30.0000000       272.920013       1771.37085    
  -30.0000000       286.260010       1771.14209    
  -30.0000000       300.000000       1770.75366    
  -30.0000000       314.140015       1770.27661    
  -30.0000000       328.670013       1769.74182    
  -30.0000000       343.619995       1769.16663    
  -30.0000000       358.970001       1768.56604    
  -30.0000000       374.720001       1767.94629    
  -30.0000000       390.890015       1767.31494    
  -30.0000000       407.470001       1766.68054    
  -30.0000000       424.470001       1766.05225    
  -30.0000000       441.880005       1765.43921    
  -30.0000000       459.709991       1764.84412    
  -30.0000000       477.959991       1764.27454    
  -30.0000000       496.630005       1763.73877    
  -30.0000000       515.719971       1763.24011    
  -30.0000000       535.229980       1762.78186    
  -30.0000000       555.169983       1762.37427    
  -30.0000000       575.530029       1762.01721    
  -30.0000000       596.309998       1761.71887    
  -30.0000000       617.510010       1761.48120    
  -30.0000000       639.140015       1761.30737    
  -30.0000000       661.190002       1761.20569    
  -30.0000000       683.669983       1761.17297    
  -30.0000000       706.570007       1761.21411    
  -30.0000000       729.890015       1761.33423    
  -30.0000000       753.630005       1761.53333    
  -30.0000000       777.789978       1761.81885    
  -30.0000000       802.369995       1762.18604    
  -30.0000000       827.369995       1762.64160    
  -30.0000000       852.789978       1763.18372    
  -30.0000000       878.619995       1763.81860    
  -30.0000000       904.869995       1764.54541    
  -30.0000000       931.520020       1765.36438    
  -30.0000000       958.590027       1766.28210    
  -30.0000000       986.070007       1767.29395    
  -30.0000000       1013.90002       1768.39990    
  -30.0000000       1042.19995       1769.60779    
  -30.0000000       1070.90002       1770.91541    
  -30.0000000       1100.00000       1772.32019    
  -29.0000000       1.60000008E-02   649.587769    
  -29.0000000       3.79999988E-02   651.210205    
  -29.0000000       7.69999996E-02   651.751465    
  -29.0000000      0.136999995       651.049072    
  -29.0000000      0.224000007       649.464172    
  -29.0000000      0.344999999       647.793274    
  -29.0000000      0.505999982       647.195374    
  -29.0000000      0.713999987       648.924438    
  -29.0000000      0.975000024       654.077881    
  -29.0000000       1.29700005       663.495728    
  -29.0000000       1.68700004       677.668884    
  -29.0000000       2.15300012       696.821838    
  -29.0000000       2.70099998       720.857239    
  -29.0000000       3.33999991       749.620361    
  -29.0000000       4.07700014       782.750793    
  -29.0000000       4.92000008       819.841980    
  -29.0000000       5.87799978       860.448364    
  -29.0000000       6.95699978       903.938782    
  -29.0000000       8.16499996       949.731079    
  -29.0000000       9.51200008       997.271790    
  -29.0000000       11.0039997       1045.85547    
  -29.0000000       12.6490002       1094.86060    
  -29.0000000       14.4560003       1143.71973    
  -29.0000000       16.4319992       1191.85327    
  -29.0000000       18.5849991       1238.78003    
  -29.0000000       20.9220009       1284.07202    
  -29.0000000       23.4529991       1327.43286    
  -29.0000000       26.1830006       1368.55884    
  -29.0000000       29.1210003       1407.28784    
  -29.0000000       32.2739983       1443.49768    
  -29.0000000       35.6510010       1477.14636    
  -29.0000000       39.2570000       1508.20740    
  -29.0000000       43.0999985       1536.72754    
  -29.0000000       47.1879997       1562.79150    
  -29.0000000       51.5279999       1586.49463    
  -29.0000000       56.1259995       1607.95764    
  -29.0000000       60.9889984       1627.31714    
  -29.0000000       66.1250000       1644.72693    
  -29.0000000       71.5400009       1660.32080    
  -29.0000000       77.2399979       1674.25342    
  -29.0000000       83.2310028       1686.66125    
  -29.0000000       89.5199966       1697.68677    
  -29.0000000       96.1139984       1707.46350    
  -29.0000000       103.019997       1716.11365    
  -29.0000000       110.239998       1723.75342    
  -29.0000000       117.779999       1730.49768    
  -29.0000000       125.650002       1736.45459    
  -29.0000000       133.850006       1741.72119    
  -29.0000000       142.380005       1746.39258    
  -29.0000000       151.270004       1750.56982    
  -29.0000000       160.500000       1754.31421    
  -29.0000000       170.080002       1757.70398    
  -29.0000000       180.020004       1760.77246    
  -29.0000000       190.320007       1763.55542    
  -29.0000000       200.990005       1766.03540    
  -29.0000000       212.029999       1768.16956    
  -29.0000000       223.440002       1769.90088    
  -29.0000000       235.229996       1771.17896    
  -29.0000000       247.410004       1771.98022    
  -29.0000000       259.970001       1772.33691    
  -29.0000000       272.920013       1772.34045    
  -29.0000000       286.260010       1772.09216    
  -29.0000000       300.000000       1771.69434    
  -29.0000000       314.140015       1771.20630    
  -29.0000000       328.670013       1770.66187    
  -29.0000000       343.619995       1770.07874    
  -29.0000000       358.970001       1769.46863    
  -29.0000000       374.720001       1768.84009    
  -29.0000000       390.890015       1768.20264    
  -29.0000000       407.470001       1767.56104    
  -29.0000000       424.470001       1766.92651    
  -29.0000000       441.880005       1766.30652    
  -29.0000000       459.709991       1765.70532    
  -29.0000000       477.959991       1765.13037    
  -29.0000000       496.630005       1764.58752    
  -29.0000000       515.719971       1764.08276    
  -29.0000000       535.229980       1763.62183    
  -29.0000000       555.169983       1763.20813    
  -29.0000000       575.530029       1762.84827    
  -29.0000000       596.309998       1762.54492    
  -29.0000000       617.510010       1762.30371    
  -29.0000000       639.140015       1762.12805    
  -29.0000000       661.190002       1762.02051    
  -29.0000000       683.669983       1761.98193    
  -29.0000000       706.570007       1762.02051    
  -29.0000000       729.890015       1762.13647    
  -29.0000000       753.630005       1762.33813    
  -29.0000000       777.789978       1762.61462    
  -29.0000000       802.369995       1762.98035    
  -29.0000000       827.369995       1763.43433    
  -29.0000000       852.789978       1763.97510    
  -29.0000000       878.619995       1764.60767    
  -29.0000000       904.869995       1765.33240    
  -29.0000000       931.520020       1766.15161    
  -29.0000000       958.590027       1767.06641    
  -29.0000000       986.070007       1768.07861    
  -29.0000000       1013.90002       1769.18091    
  -29.0000000       1042.19995       1770.39111    
  -29.0000000       1070.90002       1771.69580    
  -29.0000000       1100.00000       1773.10388    
  -28.0000000       1.60000008E-02   675.202209    
  -28.0000000       3.79999988E-02   676.799377    
  -28.0000000       7.69999996E-02   677.292297    
  -28.0000000      0.136999995       676.514954    
  -28.0000000      0.224000007       674.821106    
  -28.0000000      0.344999999       673.008240    
  -28.0000000      0.505999982       672.233582    
  -28.0000000      0.713999987       673.752136    
  -28.0000000      0.975000024       678.661377    
  -28.0000000       1.29700005       687.797546    
  -28.0000000       1.68700004       701.649353    
  -28.0000000       2.15300012       720.437073    
  -28.0000000       2.70099998       744.057800    
  -28.0000000       3.33999991       772.351807    
  -28.0000000       4.07700014       804.955811    
  -28.0000000       4.92000008       841.456726    
  -28.0000000       5.87799978       881.409058    
  -28.0000000       6.95699978       924.182617    
  -28.0000000       8.16499996       969.200928    
  -28.0000000       9.51200008       1015.91333    
  -28.0000000       11.0039997       1063.62390    
  -28.0000000       12.6490002       1111.71973    
  -28.0000000       14.4560003       1159.64429    
  -28.0000000       16.4319992       1206.82983    
  -28.0000000       18.5849991       1252.80664    
  -28.0000000       20.9220009       1297.15833    
  -28.0000000       23.4529991       1339.59583    
  -28.0000000       26.1830006       1379.82666    
  -28.0000000       29.1210003       1417.69385    
  -28.0000000       32.2739983       1453.08301    
  -28.0000000       35.6510010       1485.95581    
  -28.0000000       39.2570000       1516.28979    
  -28.0000000       43.0999985       1544.13416    
  -28.0000000       47.1879997       1569.56885    
  -28.0000000       51.5279999       1592.69910    
  -28.0000000       56.1259995       1613.63269    
  -28.0000000       60.9889984       1632.51770    
  -28.0000000       66.1250000       1649.48975    
  -28.0000000       71.5400009       1664.69263    
  -28.0000000       77.2399979       1678.27124    
  -28.0000000       83.2310028       1690.36353    
  -28.0000000       89.5199966       1701.10754    
  -28.0000000       96.1139984       1710.62634    
  -28.0000000       103.019997       1719.05249    
  -28.0000000       110.239998       1726.48828    
  -28.0000000       117.779999       1733.04797    
  -28.0000000       125.650002       1738.83936    
  -28.0000000       133.850006       1743.95386    
  -28.0000000       142.380005       1748.48730    
  -28.0000000       151.270004       1752.53003    
  -28.0000000       160.500000       1756.15381    
  -28.0000000       170.080002       1759.41895    
  -28.0000000       180.020004       1762.37439    
  -28.0000000       190.320007       1765.04260    
  -28.0000000       200.990005       1767.41003    
  -28.0000000       212.029999       1769.44324    
  -28.0000000       223.440002       1771.08459    
  -28.0000000       235.229996       1772.28406    
  -28.0000000       247.410004       1773.03271    
  -28.0000000       259.970001       1773.35095    
  -28.0000000       272.920013       1773.32642    
  -28.0000000       286.260010       1773.06372    
  -28.0000000       300.000000       1772.65332    
  -28.0000000       314.140015       1772.15515    
  -28.0000000       328.670013       1771.60437    
  -28.0000000       343.619995       1771.01331    
  -28.0000000       358.970001       1770.39612    
  -28.0000000       374.720001       1769.76147    
  -28.0000000       390.890015       1769.11511    
  -28.0000000       407.470001       1768.46826    
  -28.0000000       424.470001       1767.82910    
  -28.0000000       441.880005       1767.19958    
  -28.0000000       459.709991       1766.59546    
  -28.0000000       477.959991       1766.01343    
  -28.0000000       496.630005       1765.46875    
  -28.0000000       515.719971       1764.95776    
  -28.0000000       535.229980       1764.49072    
  -28.0000000       555.169983       1764.07263    
  -28.0000000       575.530029       1763.71094    
  -28.0000000       596.309998       1763.40320    
  -28.0000000       617.510010       1763.15601    
  -28.0000000       639.140015       1762.97949    
  -28.0000000       661.190002       1762.86682    
  -28.0000000       683.669983       1762.82727    
  -28.0000000       706.570007       1762.86340    
  -28.0000000       729.890015       1762.97864    
  -28.0000000       753.630005       1763.17456    
  -28.0000000       777.789978       1763.45117    
  -28.0000000       802.369995       1763.81360    
  -28.0000000       827.369995       1764.26697    
  -28.0000000       852.789978       1764.80627    
  -28.0000000       878.619995       1765.43835    
  -28.0000000       904.869995       1766.16333    
  -28.0000000       931.520020       1766.97876    
  -28.0000000       958.590027       1767.89404    
  -28.0000000       986.070007       1768.90503    
  -28.0000000       1013.90002       1770.00781    
  -28.0000000       1042.19995       1771.21606    
  -28.0000000       1070.90002       1772.52136    
  -28.0000000       1100.00000       1773.92834    
  -27.0000000       1.60000008E-02   700.851807    
  -27.0000000       3.79999988E-02   702.423462    
  -27.0000000       7.69999996E-02   702.867432    
  -27.0000000      0.136999995       702.013550    
  -27.0000000      0.224000007       700.211792    
  -27.0000000      0.344999999       698.255066    
  -27.0000000      0.505999982       697.303101    
  -27.0000000      0.713999987       698.606323    
  -27.0000000      0.975000024       703.267578    
  -27.0000000       1.29700005       712.117798    
  -27.0000000       1.68700004       725.642700    
  -27.0000000       2.15300012       744.058899    
  -27.0000000       2.70099998       767.257629    
  -27.0000000       3.33999991       795.074829    
  -27.0000000       4.07700014       827.141296    
  -27.0000000       4.92000008       863.044067    
  -27.0000000       5.87799978       902.332581    
  -27.0000000       6.95699978       944.381714    
  -27.0000000       8.16499996       988.615540    
  -27.0000000       9.51200008       1034.49072    
  -27.0000000       11.0039997       1081.31897    
  -27.0000000       12.6490002       1128.49878    
  -27.0000000       14.4560003       1175.48157    
  -27.0000000       16.4319992       1221.71399    
  -27.0000000       18.5849991       1266.73718    
  -27.0000000       20.9220009       1310.14514    
  -27.0000000       23.4529991       1351.65979    
  -27.0000000       26.1830006       1390.99438    
  -27.0000000       29.1210003       1428.00208    
  -27.0000000       32.2739983       1462.57300    
  -27.0000000       35.6510010       1494.67444    
  -27.0000000       39.2570000       1524.28381    
  -27.0000000       43.0999985       1551.45544    
  -27.0000000       47.1879997       1576.26904    
  -27.0000000       51.5279999       1598.82703    
  -27.0000000       56.1259995       1619.24121    
  -27.0000000       60.9889984       1637.65015    
  -27.0000000       66.1250000       1654.19507    
  -27.0000000       71.5400009       1669.00940    
  -27.0000000       77.2399979       1682.24133    
  -27.0000000       83.2310028       1694.02173    
  -27.0000000       89.5199966       1704.48694    
  -27.0000000       96.1139984       1713.75623    
  -27.0000000       103.019997       1721.95825    
  -27.0000000       110.239998       1729.19556    
  -27.0000000       117.779999       1735.57520    
  -27.0000000       125.650002       1741.20435    
  -27.0000000       133.850006       1746.17102    
  -27.0000000       142.380005       1750.56885    
  -27.0000000       151.270004       1754.48523    
  -27.0000000       160.500000       1757.98645    
  -27.0000000       170.080002       1761.13257    
  -27.0000000       180.020004       1763.97314    
  -27.0000000       190.320007       1766.52722    
  -27.0000000       200.990005       1768.78955    
  -27.0000000       212.029999       1770.72461    
